Ten-Year Age Groups,Ten-Year Age Groups Code,ICD Chapter,ICD Chapter Code,Year,Year Code,Deaths,Population,Crude Rate
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2008,2008,19674,20505679,95.9
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2009,2009,19283,21233099,90.8
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2010,2010,19388,21713429,89.3
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2011,2011,21229,22481738,94.4
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2012,2012,22020,23985392,91.8
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2013,2013,23175,25216766,91.9
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2014,2014,24728,26398290,93.7
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2015,2015,26528,27550517,96.3
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2016,2016,27654,28630330,96.6
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2017,2017,29619,29683446,99.8
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2018,2018,31050,30492316,101.8
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2019,2019,33034,31483433,104.9
65-74 years,65-74,"Endocrine, nutritional and metabolic diseases",E00-E88,2020,2020,39324,32549398,120.8
65-74 years,65-74,Mental and behavioural disorders,F01-F99,1999,1999,2948,18418909,16
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2000,2000,3115,18390986,16.9
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2001,2001,3332,18384179,18.1
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2002,2002,3473,18388535,18.9
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2003,2003,3670,18500915,19.8
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2004,2004,3807,18667533,20.4
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2005,2005,4214,18881697,22.3
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2006,2006,5441,19203027,28.3
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2007,2007,5096,19698727,25.9
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2008,2008,5884,20505679,28.7
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2009,2009,6250,21233099,29.4
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2010,2010,6952,21713429,32
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2011,2011,7776,22481738,34.6
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2012,2012,8665,23985392,36.1
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2013,2013,9338,25216766,37
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2014,2014,9363,26398290,35.5
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2015,2015,9004,27550517,32.7
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2016,2016,9397,28630330,32.8
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2017,2017,10009,29683446,33.7
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2018,2018,10117,30492316,33.2
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2019,2019,10504,31483433,33.4
65-74 years,65-74,Mental and behavioural disorders,F01-F99,2020,2020,12488,32549398,38.4
65-74 years,65-74,Diseases of the nervous system,G00-G98,1999,1999,10525,18418909,57.1
65-74 years,65-74,Diseases of the nervous system,G00-G98,2000,2000,10877,18390986,59.1
65-74 years,65-74,Diseases of the nervous system,G00-G98,2001,2001,11027,18384179,60
65-74 years,65-74,Diseases of the nervous system,G00-G98,2002,2002,11323,18388535,61.6
65-74 years,65-74,Diseases of the nervous system,G00-G98,2003,2003,11780,18500915,63.7
65-74 years,65-74,Diseases of the nervous system,G00-G98,2004,2004,11313,18667533,60.6
65-74 years,65-74,Diseases of the nervous system,G00-G98,2005,2005,11894,18881697,63
65-74 years,65-74,Diseases of the nervous system,G00-G98,2006,2006,12199,19203027,63.5
65-74 years,65-74,Diseases of the nervous system,G00-G98,2007,2007,12656,19698727,64.2
65-74 years,65-74,Diseases of the nervous system,G00-G98,2008,2008,13622,20505679,66.4
65-74 years,65-74,Diseases of the nervous system,G00-G98,2009,2009,13597,21233099,64
65-74 years,65-74,Diseases of the nervous system,G00-G98,2010,2010,14239,21713429,65.6
65-74 years,65-74,Diseases of the nervous system,G00-G98,2011,2011,14900,22481738,66.3
65-74 years,65-74,Diseases of the nervous system,G00-G98,2012,2012,15571,23985392,64.9
65-74 years,65-74,Diseases of the nervous system,G00-G98,2013,2013,16944,25216766,67.2
65-74 years,65-74,Diseases of the nervous system,G00-G98,2014,2014,18597,26398290,70.4
65-74 years,65-74,Diseases of the nervous system,G00-G98,2015,2015,20840,27550517,75.6
65-74 years,65-74,Diseases of the nervous system,G00-G98,2016,2016,22707,28630330,79.3
65-74 years,65-74,Diseases of the nervous system,G00-G98,2017,2017,24436,29683446,82.3
65-74 years,65-74,Diseases of the nervous system,G00-G98,2018,2018,26084,30492316,85.5
65-74 years,65-74,Diseases of the nervous system,G00-G98,2019,2019,27415,31483433,87.1
65-74 years,65-74,Diseases of the nervous system,G00-G98,2020,2020,31236,32549398,96
65-74 years,65-74,Diseases of the eye and adnexa,H00-H57,2000,2000,10,18390986,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2001,2001,12,18384179,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2003,2003,12,18500915,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2007,2007,10,19698727,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2010,2010,10,21713429,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2011,2011,16,22481738,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2015,2015,12,27550517,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2016,2016,16,28630330,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2017,2017,10,29683446,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2018,2018,15,30492316,Unreliable
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2019,2019,21,31483433,0.1
65-74 years,65-74,Diseases of the ear and mastoid process,H60-H93,2020,2020,18,32549398,Unreliable
65-74 years,65-74,Diseases of the circulatory system,I00-I99,1999,1999,164120,18418909,891
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2000,2000,156982,18390986,853.6
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2001,2001,149250,18384179,811.8
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2002,2002,144768,18388535,787.3
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2003,2003,137964,18500915,745.7
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2004,2004,129488,18667533,693.7
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2005,2005,125079,18881697,662.4
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2006,2006,119655,19203027,623.1
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2007,2007,116175,19698727,589.8
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2008,2008,116890,20505679,570
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2009,2009,115680,21233099,544.8
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2010,2010,115083,21713429,530
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2011,2011,115882,22481738,515.4
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2012,2012,120051,23985392,500.5
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2013,2013,126595,25216766,502
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2014,2014,131196,26398290,497
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2015,2015,138673,27550517,503.3
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2016,2016,145200,28630330,507.2
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2017,2017,150961,29683446,508.6
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2018,2018,154989,30492316,508.3
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2019,2019,159034,31483433,505.1
65-74 years,65-74,Diseases of the circulatory system,I00-I99,2020,2020,175177,32549398,538.2
65-74 years,65-74,Diseases of the respiratory system,J00-J98,1999,1999,46977,18418909,255
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2000,2000,46017,18390986,250.2
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2001,2001,45035,18384179,245
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2002,2002,43921,18388535,238.8
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2003,2003,43923,18500915,237.4
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2004,2004,42292,18667533,226.6
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2005,2005,43848,18881697,232.2
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2006,2006,41598,19203027,216.6
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2007,2007,41693,19698727,211.7
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2008,2008,45912,20505679,223.9
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2009,2009,45278,21233099,213.2
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2010,2010,46148,21713429,212.5
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2011,2011,47506,22481738,211.3
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2012,2012,48777,23985392,203.4
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2013,2013,52900,25216766,209.8
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2014,2014,53950,26398290,204.4
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2015,2015,56934,27550517,206.7
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2016,2016,58239,28630330,203.4
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2017,2017,60920,29683446,205.2
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2018,2018,61917,30492316,203.1
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2019,2019,60892,31483433,193.4
65-74 years,65-74,Diseases of the respiratory system,J00-J98,2020,2020,62822,32549398,193
65-74 years,65-74,Diseases of the digestive system,K00-K92,1999,1999,15684,18418909,85.2
65-74 years,65-74,Diseases of the digestive system,K00-K92,2000,2000,15102,18390986,82.1
65-74 years,65-74,Diseases of the digestive system,K00-K92,2001,2001,15352,18384179,83.5
65-74 years,65-74,Diseases of the digestive system,K00-K92,2002,2002,14923,18388535,81.2
65-74 years,65-74,Diseases of the digestive system,K00-K92,2003,2003,15127,18500915,81.8
65-74 years,65-74,Diseases of the digestive system,K00-K92,2004,2004,14476,18667533,77.5
65-74 years,65-74,Diseases of the digestive system,K00-K92,2005,2005,14513,18881697,76.9
65-74 years,65-74,Diseases of the digestive system,K00-K92,2006,2006,14276,19203027,74.3
65-74 years,65-74,Diseases of the digestive system,K00-K92,2007,2007,14565,19698727,73.9
65-74 years,65-74,Diseases of the digestive system,K00-K92,2008,2008,15067,20505679,73.5
65-74 years,65-74,Diseases of the digestive system,K00-K92,2009,2009,15080,21233099,71
65-74 years,65-74,Diseases of the digestive system,K00-K92,2010,2010,15598,21713429,71.8
65-74 years,65-74,Diseases of the digestive system,K00-K92,2011,2011,16113,22481738,71.7
65-74 years,65-74,Diseases of the digestive system,K00-K92,2012,2012,17044,23985392,71.1
65-74 years,65-74,Diseases of the digestive system,K00-K92,2013,2013,18336,25216766,72.7
65-74 years,65-74,Diseases of the digestive system,K00-K92,2014,2014,19609,26398290,74.3
65-74 years,65-74,Diseases of the digestive system,K00-K92,2015,2015,20829,27550517,75.6
65-74 years,65-74,Diseases of the digestive system,K00-K92,2016,2016,21920,28630330,76.6
65-74 years,65-74,Diseases of the digestive system,K00-K92,2017,2017,22877,29683446,77.1
65-74 years,65-74,Diseases of the digestive system,K00-K92,2018,2018,23806,30492316,78.1
65-74 years,65-74,Diseases of the digestive system,K00-K92,2019,2019,25302,31483433,80.4
65-74 years,65-74,Diseases of the digestive system,K00-K92,2020,2020,27925,32549398,85.8
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,1999,1999,529,18418909,2.9
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2000,2000,547,18390986,3
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2001,2001,516,18384179,2.8
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2002,2002,558,18388535,3
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2003,2003,609,18500915,3.3
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2004,2004,629,18667533,3.4
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2005,2005,615,18881697,3.3
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2006,2006,593,19203027,3.1
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2007,2007,637,19698727,3.2
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2008,2008,661,20505679,3.2
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2009,2009,689,21233099,3.2
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2010,2010,665,21713429,3.1
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2011,2011,692,22481738,3.1
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2012,2012,726,23985392,3
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2013,2013,765,25216766,3
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2014,2014,902,26398290,3.4
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2015,2015,969,27550517,3.5
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2016,2016,1056,28630330,3.7
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2017,2017,1090,29683446,3.7
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2018,2018,1154,30492316,3.8
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2019,2019,1118,31483433,3.6
65-74 years,65-74,Diseases of the skin and subcutaneous tissue,L00-L98,2020,2020,1269,32549398,3.9
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,1999,1999,2342,18418909,12.7
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2000,2000,2325,18390986,12.6
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2001,2001,2351,18384179,12.8
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2002,2002,2353,18388535,12.8
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2003,2003,2322,18500915,12.6
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2004,2004,2226,18667533,11.9
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2005,2005,2224,18881697,11.8
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2006,2006,2224,19203027,11.6
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2007,2007,2230,19698727,11.3
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2008,2008,2302,20505679,11.2
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2009,2009,2257,21233099,10.6
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2010,2010,2285,21713429,10.5
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2011,2011,2293,22481738,10.2
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2012,2012,2406,23985392,10
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2013,2013,2567,25216766,10.2
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2014,2014,2622,26398290,9.9
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2015,2015,2756,27550517,10
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2016,2016,2905,28630330,10.1
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2017,2017,2999,29683446,10.1
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2018,2018,2968,30492316,9.7
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2019,2019,3154,31483433,10
65-74 years,65-74,Diseases of the musculoskeletal system and connective tissue,M00-M99,2020,2020,3372,32549398,10.4
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,1999,1999,8864,18418909,48.1
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2000,2000,8836,18390986,48
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2001,2001,9385,18384179,51
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2002,2002,9082,18388535,49.4
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2003,2003,9288,18500915,50.2
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2004,2004,9088,18667533,48.7
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2005,2005,9376,18881697,49.7
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2006,2006,9439,19203027,49.2
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2007,2007,9778,19698727,49.6
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2008,2008,9949,20505679,48.5
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2009,2009,10012,21233099,47.2
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2010,2010,10494,21713429,48.3
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2011,2011,9812,22481738,43.6
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2012,2012,10221,23985392,42.6
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2013,2013,11041,25216766,43.8
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2014,2014,11841,26398290,44.9
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2015,2015,12737,27550517,46.2
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2016,2016,13372,28630330,46.7
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2017,2017,13931,29683446,46.9
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2018,2018,14602,30492316,47.9
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2019,2019,14760,31483433,46.9
65-74 years,65-74,Diseases of the genitourinary system,N00-N98,2020,2020,16068,32549398,49.4
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1999,1999,469,18418909,2.5
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2000,2000,464,18390986,2.5
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2001,2001,448,18384179,2.4
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2002,2002,440,18388535,2.4
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2003,2003,413,18500915,2.2
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2004,2004,428,18667533,2.3
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2005,2005,338,18881697,1.8
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2006,2006,367,19203027,1.9
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2007,2007,341,19698727,1.7
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2008,2008,379,20505679,1.8
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2009,2009,388,21233099,1.8
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2010,2010,396,21713429,1.8
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2011,2011,432,22481738,1.9
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2012,2012,460,23985392,1.9
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2013,2013,472,25216766,1.9
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2014,2014,480,26398290,1.8
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2015,2015,542,27550517,2
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2016,2016,586,28630330,2
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2017,2017,650,29683446,2.2
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2018,2018,653,30492316,2.1
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2019,2019,653,31483433,2.1
65-74 years,65-74,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2020,2020,699,32549398,2.1
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,1999,1999,2698,18418909,14.6
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2000,2000,3040,18390986,16.5
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2001,2001,2774,18384179,15.1
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2002,2002,2398,18388535,13
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2003,2003,2522,18500915,13.6
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2004,2004,2323,18667533,12.4
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2005,2005,2390,18881697,12.7
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2006,2006,2307,19203027,12
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2007,2007,2499,19698727,12.7
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2008,2008,3039,20505679,14.8
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2009,2009,2941,21233099,13.9
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2010,2010,3105,21713429,14.3
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2011,2011,3264,22481738,14.5
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2012,2012,3468,23985392,14.5
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2013,2013,3442,25216766,13.6
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2014,2014,3309,26398290,12.5
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2015,2015,3518,27550517,12.8
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2016,2016,3707,28630330,12.9
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2017,2017,3927,29683446,13.2
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2018,2018,4004,30492316,13.1
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2019,2019,4199,31483433,13.3
65-74 years,65-74,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2020,2020,4603,32549398,14.1
65-74 years,65-74,Codes for special purposes,U00-U99,2001,2001,42,18384179,0.2
65-74 years,65-74,Codes for special purposes,U00-U99,2020,2020,76295,32549398,234.4
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,1999,1999,11862,18418909,64.4
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2000,2000,11192,18390986,60.9
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2001,2001,11433,18384179,62.2
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2002,2002,11678,18388535,63.5
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2003,2003,11519,18500915,62.3
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2004,2004,11562,18667533,61.9
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2005,2005,12069,18881697,63.9
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2006,2006,11849,19203027,61.7
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2007,2007,12283,19698727,62.4
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2008,2008,12958,20505679,63.2
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2009,2009,13092,21233099,61.7
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2010,2010,13536,21713429,62.3
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2011,2011,14408,22481738,64.1
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2012,2012,15275,23985392,63.7
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2013,2013,16148,25216766,64
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2014,2014,17431,26398290,66
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2015,2015,18637,27550517,67.6
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2016,2016,20161,28630330,70.4
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2017,2017,21796,29683446,73.4
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2018,2018,23312,30492316,76.5
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2019,2019,24551,31483433,78
65-74 years,65-74,External causes of morbidity and mortality,V01-Y89,2020,2020,25910,32549398,79.6
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,1999,1999,12850,12224914,105.1
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2000,2000,12815,12361180,103.7
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2001,2001,13193,12593618,104.8
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2002,2002,14444,12764864,113.2
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2003,2003,14727,12896438,114.2
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2004,2004,14719,12989903,113.3
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2005,2005,15264,13074802,116.7
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2006,2006,15628,13095151,119.3
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2007,2007,15162,13087439,115.9
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2008,2008,15950,13076102,122
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2009,2009,15977,13022775,122.7
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2010,2010,15424,13061122,118.1
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2011,2011,15406,13175230,116.9
